,month,UMAP1,UMAP2
0,5,8.669961929321289,-0.9796972274780272
1,5,8.674980163574219,-0.9995930790901184
2,5,8.64065170288086,-1.0157824754714966
3,5,8.678108215332031,-0.9739680886268616
4,5,8.678210258483887,-0.9682971835136414
5,5,8.68751335144043,-1.0099231004714966
6,5,8.613653182983398,-0.9931581020355223
7,5,8.68017292022705,-1.023180603981018
8,5,8.69013786315918,-1.01078999042511
9,5,8.61034870147705,-1.007878303527832
10,5,8.669050216674805,-1.0364372730255127
11,5,8.609695434570312,-1.0159732103347778
12,5,8.70218563079834,-0.9918237328529358
13,5,8.611312866210938,-0.967599093914032
14,5,8.65395736694336,-1.0464192628860474
15,5,8.688620567321777,-1.0346899032592771
16,5,8.625128746032715,-0.9471352696418762
17,5,8.612106323242188,-1.031429886817932
18,5,8.66478443145752,-1.0505024194717407
19,5,8.666717529296875,-0.9371687173843384
20,5,8.663280487060547,-0.9360198378562928
21,5,8.714826583862305,-1.0031417608261108
22,5,8.60831069946289,-1.0370025634765625
23,5,8.689743995666504,-1.0459600687026978
24,5,8.587294578552246,-0.996712565422058
25,5,8.692903518676758,-0.93621164560318
26,5,8.583419799804688,-0.9997669458389282
27,5,8.583211898803711,-0.9764333963394164
28,5,8.718291282653809,-1.0271788835525513
29,5,8.57951545715332,-0.9994623064994812
30,5,8.697683334350586,-0.9340609908103944
31,5,8.580513954162598,-1.0150068998336792
32,5,8.696924209594727,-1.0565879344940186
33,5,8.676152229309082,-1.067137598991394
34,5,8.594620704650879,-0.9432005882263184
35,5,8.725728034973145,-1.022274374961853
36,5,8.672248840332031,-0.9174782037734984
37,5,8.705377578735352,-0.9317011833190918
38,5,8.602973937988281,-0.9299529790878296
39,5,8.61510181427002,-1.06619393825531
40,5,8.568499565124512,-0.990182876586914
41,5,8.733026504516602,-0.963573694229126
42,5,8.699812889099121,-0.9197357892990112
43,5,8.739374160766602,-0.9663858413696288
44,5,8.595100402832031,-0.9211487770080566
45,5,8.712447166442871,-1.0661226511001587
46,5,8.578908920288086,-1.0506834983825684
47,5,8.578227043151855,-0.9371249079704284
48,5,8.732522010803223,-1.0450832843780518
49,5,8.580591201782227,-1.054925560951233
50,5,8.558576583862305,-0.9822388887405396
51,5,8.577605247497559,-1.05340313911438
52,5,8.740408897399902,-0.9507648944854736
53,5,8.573973655700684,-1.0507664680480957
54,5,8.608392715454102,-0.9057786464691162
55,5,8.663469314575195,-1.092775583267212
56,5,8.58759880065918,-0.918986201286316
57,5,8.628829956054688,-1.0908963680267334
58,5,8.550902366638184,-0.9941319227218628
59,5,8.713894844055176,-1.076526403427124
60,5,8.732600212097168,-0.9269526600837708
61,5,8.73610782623291,-1.0564980506896973
62,5,8.550065040588379,-1.0112470388412476
63,5,8.688732147216797,-1.0935378074645996
64,5,8.743110656738281,-0.9364253878593444
65,5,8.693159103393555,-1.0930445194244385
66,5,8.743724822998047,-0.9358199834823608
67,5,8.690645217895508,-1.0948982238769531
68,5,8.752762794494629,-1.0356879234313965
69,5,8.731658935546875,-0.9189282059669496
70,5,8.563143730163574,-0.9326863288879396
71,5,8.712089538574219,-0.901181936264038
72,5,8.681822776794434,-1.1004518270492554
73,5,8.704655647277832,-0.8957281708717346
74,5,8.6246919631958,-1.1014317274093628
75,5,8.543733596801758,-1.0150320529937744
76,5,8.739209175109863,-0.9224547147750854
77,5,8.608978271484375,-0.8912881016731262
78,5,8.55742359161377,-1.051675796508789
79,5,8.669831275939941,-0.8820938467979431
80,5,8.556570053100586,-1.053784728050232
81,5,8.590179443359375,-1.0894309282302856
82,5,8.583057403564453,-1.0855586528778076
83,5,8.657387733459473,-0.8780114054679871
84,5,8.53759479522705,-0.9764942526817322
85,5,8.725920677185059,-0.9017295241355896
86,5,8.767675399780273,-0.9665329456329346
87,5,8.718645095825195,-0.8959985375404358
88,5,8.539712905883789,-0.9625820517539978
89,5,8.76191234588623,-1.04093337059021
90,5,8.565922737121582,-1.074036717414856
91,5,8.76806354522705,-0.9619460105895996
92,5,8.540082931518555,-1.03329336643219
93,5,8.664670944213867,-0.8744003176689148
94,5,8.542120933532715,-1.039414405822754
95,5,8.686439514160156,-0.8784141540527344
96,5,8.769159317016602,-0.9556049108505248
97,5,8.768102645874023,-0.9513100385665894
98,5,8.775999069213867,-1.0051336288452148
99,5,8.529815673828125,-0.9967800378799438
100,5,8.776013374328613,-0.9783884286880492
101,5,8.716838836669922,-0.8871802687644958
102,5,8.58559799194336,-1.0989991426467896
