,Month5,Month6,Month7,Month8,Month9,Month10,Month11,tp (s)
0,17.672289722267276,13.2378487867664,21.446288878346444,16.35244586908,15.728505069006626,17.686092429588065,16.04950948194693,-2.0
1,16.36387614876402,17.95601091331294,22.59917503541725,16.334973125422234,16.158761434684752,18.52523336476189,18.00920621118019,-1.9
2,13.708108151641827,19.763981668984755,21.88966736488714,15.837779804707194,17.837831933772392,17.589681682679,17.889771714626498,-1.8
3,12.870097416772438,17.108977854943678,18.289179458580026,15.484236723516153,17.802733101543296,16.05918988295899,16.624137418783082,-1.7
4,14.182071844389982,13.962172284152985,14.844807816849855,15.864774644474918,15.39706218697169,16.454055309499914,16.067428623044464,-1.6
5,15.838465565625706,13.536157718401125,13.288547917647247,15.979394976693495,13.936430150964949,17.47144491438351,14.934079903560193,-1.5
6,16.374871078000552,16.388496566944916,11.551783056248755,15.157465565834618,14.698662358779142,17.51263217803377,15.648615899820717,-1.4
7,15.829254049658449,18.759219421782998,10.159222580752695,15.78475190068049,14.641559149667852,18.02715388026726,19.271388141702726,-1.3
8,14.63668077549853,16.80525792029244,11.028617402419417,17.134800606468644,14.902921501286386,18.52761805112432,23.3490750201845,-1.2
9,13.550053302784502,13.150398722490664,12.852671603556995,16.817944903549773,16.678177813426085,18.688056495843973,24.43085986011882,-1.1
10,14.173981144431007,12.299898024595564,14.0701897126391,14.962680821333567,16.112291142481716,18.659284425251904,21.416097766389118,-1.0
11,15.771917659513342,13.732511374942575,13.737232275248417,13.472802574343707,15.59297830761434,17.679066593702984,16.829670324140594,-0.8999999999999999
12,15.688834044235376,14.949732369994951,14.197014889285619,14.332371563186092,16.955172146917896,16.79213670915174,14.541597500685576,-0.8
13,14.21526965982586,15.01830119865797,14.884383367977946,14.980776196471611,17.8918731342808,17.64061298497951,15.805723154052563,-0.7
14,13.984101305317173,14.030374644734971,14.680957780598819,14.780490161686252,17.56342725869373,20.13873174627666,19.07511975520331,-0.6000000000000001
15,16.01675633329446,13.946096158251493,14.644082893382532,16.218722465386467,17.210342417077115,21.54654648634843,20.222924690330913,-0.5
16,17.234320409823972,13.870565607477538,15.080777843298609,17.088084224245748,17.42104392797369,19.158080284213607,18.979315290816757,-0.3999999999999999
17,15.70001480465082,13.598172136577848,14.30784724756774,16.141952532085373,16.99976108212248,18.105301996425943,19.492937785506726,-0.30000000000000004
18,15.361673382834338,15.382508361674711,14.355814886516452,16.546421660230678,16.965163340914902,20.06058570112177,21.382192355511656,-0.19999999999999996
19,18.07211351866698,17.710351798435596,16.86371647640742,21.864680818972644,19.505485938809286,22.90484143155393,24.63398643609208,-0.10000000000000009
20,24.131028836889612,17.844118693732476,20.011341546126573,27.63964460134134,24.008039178986024,27.729126091063826,28.42867543455705,0.0
21,32.03749169498653,16.669112328566175,20.725073002107486,28.87644016404928,26.611060506121767,30.405980393491188,28.42153986163007,0.10000000000000009
22,36.845273703792174,19.701430691297947,20.17834237397876,30.330231094126745,26.61293335264969,28.885829157854445,26.96390064639791,0.20000000000000018
23,37.50375840669257,25.307665159282465,21.948660021044176,31.80879281629525,28.18458683324174,28.412880481521334,28.934460779921967,0.2999999999999998
