,Month5,Month6,Month7,Month8,Month9,Month10,Month11,tp (s)
0,7.181619305763024,11.51784938349704,11.987055666888285,13.698132822565206,16.28229993216509,15.027310019634786,14.890891228202838,-2.0
1,7.739924052959893,13.752178628159479,10.849212001187311,13.81756740445595,14.940858335360046,13.945818672466382,14.246057799144253,-1.9
2,8.143685895576564,15.831261765043758,9.767743436981661,13.867854916291744,13.32468065842472,12.72812805677177,15.202127490909549,-1.8
3,8.48387645385954,15.843124893025239,10.111861640917493,13.957730795622073,12.18228676220986,12.308273213719067,16.19587820835695,-1.7
4,9.183818420408027,15.195325402321306,11.351474274396876,13.308411175209706,11.663312297055706,13.55280143395227,15.961332695913047,-1.6
5,9.314297541073662,14.935494333567675,12.22699087058082,12.105473782510103,11.058180375990169,15.24674856130903,15.461742906245863,-1.5
6,8.526606189941262,14.49385447658743,12.347283091083199,11.163263446879604,9.86710758246692,15.15941340690597,15.73052500722137,-1.4
7,8.26001859852489,13.690114515107343,12.971252629166777,10.865256742046572,9.433417637437046,12.815087416034867,15.736692728358864,-1.3
8,9.144846978084784,13.636804520209667,14.495587353219662,11.23799514285578,11.349190544421328,11.022547990636777,14.974531477747139,-1.2
9,8.913659624764719,15.494023087522866,15.346313194992426,11.904474279751184,13.298408458084472,11.267817637176993,14.59543856162661,-1.1
10,7.134486856538721,17.310690421332673,14.614707972338236,12.28385837568113,13.297610779123854,12.691556952889101,14.463435441764114,-1.0
11,6.703550997724067,16.873375793049075,12.603409345105138,12.506066132893544,12.926573261812399,13.670157045075936,14.350660984615851,-0.8999999999999999
12,8.373274458905104,14.876177616085874,11.340894015580922,12.771422816357065,13.28007755305988,14.04750302491425,14.36223440398279,-0.8
13,9.242022796455839,12.78028580399969,11.037161122502809,13.561941907380007,13.644162543363041,13.493943691642334,15.034086631609007,-0.7
14,8.289414512330627,11.7397250000604,10.19581394179937,15.476817269516891,14.556145979027352,13.032337488534482,16.268719533010277,-0.6000000000000001
15,6.941426265357135,11.566819460614843,10.001214520277273,17.33802796188277,15.869674366308354,13.987355935636145,16.608292725882237,-0.5
16,5.896610894565951,12.427246173405912,11.267165827446794,17.799036238630702,15.66035628734371,14.372059203030396,15.336489867139694,-0.3999999999999999
17,5.21420884472633,13.949193172646558,11.96532191447221,18.42192604277892,13.440267726140576,12.93461508783045,14.083080921626696,-0.30000000000000004
18,5.424446515903686,15.043306622150556,11.990684219630435,18.996661758603132,11.886735050681343,11.576150718938116,14.956897856769288,-0.19999999999999996
19,6.740102975290167,15.212984727310655,11.49007535255853,17.153595791452176,11.70915009452477,10.628627689645953,15.309223770651029,-0.10000000000000009
20,7.257702302308449,13.819289280715145,9.059039485796674,12.845157080771925,9.766183082031024,8.405212887839417,11.83599952532891,0.0
21,5.54263771827367,9.775413951712327,6.6107891523301205,8.982072638428159,6.37368743073333,6.302799606841091,7.92266935292348,0.10000000000000009
22,4.46525510462297,7.09137962672469,8.043851166454154,8.879732251858997,5.508615084567031,6.123291920601511,8.653293446354876,0.20000000000000018
23,5.276685965502921,6.609626675780993,11.383933632104133,10.043681601717537,6.92769812143354,5.510110747275597,10.68062555461271,0.2999999999999998
24,6.63099685588654,5.947982745422969,13.116813852080295,10.25236300027493,7.955029452836205,5.065242212726353,10.565122192505536,0.3999999999999999
25,7.344039289552757,5.641310883390403,14.008256743837926,9.987298587120929,8.812418801980915,5.249114106799661,10.268127597594038,0.5
26,7.009981151257373,5.706541354784777,14.53304849037035,10.149059721904813,9.322183709221644,5.234293462015081,9.616732648505543,0.6000000000000001
27,6.559064076453647,5.392921581552793,14.20365454402185,10.289781218532145,8.686583403255913,5.339224304283154,8.503411091630614,0.7000000000000002
28,6.266239798689173,4.717513755158539,13.444279251526538,10.181507783881319,6.968355403268638,4.355096305257066,8.41041736227329,0.7999999999999998
29,5.907549946482142,3.713553020509598,13.567917493660373,9.555063116562504,5.1252297746459625,3.1023395501690376,9.051758687627752,0.8999999999999999
30,6.2938292209051685,3.424053157250989,14.454403102227111,8.116752152579197,4.25571228330257,3.163474495211054,9.453002968974674,1.0
31,6.919859217803408,3.955955000096369,15.399680015650127,7.7694986204406895,4.375480228298764,4.4345468480440715,9.114526252616322,1.1
32,6.490143219949326,4.466479236593878,16.477230758738806,9.159102705529984,5.3218908308198785,6.002096200204285,8.619332993646793,1.2000000000000002
33,6.051628465113968,5.028647103424534,17.407520617872606,10.717561279137875,6.8708793161497255,6.591447172171367,8.485046143808749,1.2999999999999998
34,7.018977749404755,6.091758337551893,17.39549649133776,10.815045719597796,8.43180115106609,6.382183012473232,8.882148597280377,1.4
35,7.117168335452382,7.251078654553025,16.61549603960522,10.329476248722544,9.372108156946867,6.751111371153531,9.546320485640047,1.5
36,5.792289064367889,6.533753164763185,16.27383622232638,10.29913274029133,9.703116424131752,7.2935452132380965,10.310261280032616,1.6
37,6.165930229474512,4.410416626675854,17.537384284561817,11.259127135319734,10.06534321037097,7.414734242990434,11.046511294300405,1.7000000000000002
38,7.58403706121053,3.46329178468751,18.067991820450498,12.453905003036159,9.666365180823913,7.67906585810555,11.338405679180337,1.7999999999999998
39,8.20155760822013,4.091042314155263,16.635455573854657,12.622332572512645,9.789106613707787,8.478740502438352,11.744255496165476,1.9
40,9.808636508164794,5.988294178029474,16.181079966354208,13.484011707143676,11.011930555132556,9.312705004308885,13.049306554197507,2.0
41,12.117370776342842,11.383670894947205,18.609378119507333,19.19946041831843,12.99237019200899,12.657776731215147,18.075690777833653,2.0999999999999996
42,12.342812992047278,19.039426795834753,23.469108963733802,27.111731764212884,16.403443395991925,18.347780622529243,24.92962148478201,2.2
