,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,t16,t17,t18,t19,t20,t21,t22,t23,t24,t25,t26,t27,t28,t29,t30,neuron_id,month
0,0.7813866394813611,0.6482841149099687,0.20348379546747386,-0.14064006304532795,0.37155542071527015,-1.4198181144838684,-0.27869067855894947,0.1063000609308614,-19.096536109751852,-34.95540729988081,-20.927291189494692,-3.531485658025511,3.2289374380252105,9.186882954027801,12.304944941190069,12.81505180937726,13.152421882476027,12.528336193835473,11.313911542837232,9.526929090155479,7.540075919950205,5.588181083112117,3.5069162582366182,1.713368823691153,0.2179501914686908,-1.1157821042310365,-2.110655141824335,-2.7749072671764488,-3.16851285580928,-3.4045807042676475,0,18
1,-0.2787933913427429,-0.09459080278088815,-0.28603769462384226,-1.1279389885893127,-0.17847333118688766,-2.7663575214380276,-1.6215669996908981,-0.7301447078913643,-32.197800175653114,-60.225776917914416,-36.248111356817105,-2.7755525172994373,12.116094024762983,22.914738713769577,28.067929690088814,28.831778153622825,27.916169408016145,23.69402365888021,18.793359449234476,14.073084310922688,9.174831617232787,4.749548872103608,1.0642897115798147,-1.9209014616078088,-4.06919040809327,-5.390064523654483,-6.337503818802783,-6.988256510861069,-7.275874856336971,-7.3230536951662115,1,18
2,0.7129522552839879,0.6500633898793841,0.12289814711358704,-0.22752246826651118,0.39551948493605454,-1.4551517867041002,-0.4267207014361119,0.010905093665574008,-19.143863259175035,-35.01711881464142,-20.96598561292457,-3.5744897141430405,3.0853651472213883,8.945680176894815,12.029073757455262,12.477810227423289,12.814780393319712,12.232332515572816,11.03383643304892,9.358331603617055,7.444514955668451,5.53844597933886,3.569668374871256,1.9169233673523567,0.5594977188124615,-0.7924610394158335,-1.7416458008078415,-2.34354679893064,-2.8942316239352954,-3.1743842489994574,0,17
3,-0.2299527113371825,-0.10505405485283975,-0.23877072118356832,-0.7967282367573209,0.1701728547542158,-2.3482670084580413,-0.8474461685335942,0.5885552214536024,-30.487745368689843,-58.2462115616798,-34.230933264126655,-1.7192739152807892,11.97491291837027,22.37637007299325,27.407428688046824,27.68011570369446,26.225664058151775,21.879118109211518,16.936793767104067,12.22706391662995,7.901762471730792,4.237207163643904,0.8516428534599976,-1.9508283137545566,-3.821404006458156,-5.080651567532633,-6.094578359183925,-6.557053289402625,-6.5357839906114865,-6.632422257404372,1,17
4,1.5113920599609516,1.009302425450185,-0.036579555854015997,-0.5214495915112167,-0.3862674399197124,-3.0198541838552577,-1.337648137882738,-1.128989901331407,-22.459293224381152,-39.1633642661856,-24.49887369060125,-6.15819437846052,1.286771992419029,7.510087001792214,11.315657162962607,12.30146970302095,12.821004802836356,12.777506462618708,11.99321198152282,10.379914003703247,8.585716240148551,6.735352375616359,4.850232404209544,3.387889605013349,2.125014300301243,0.8770698569093055,-0.17212823033583444,-0.81417768424756,-1.2031408323617927,-1.7320111855829918,0,16
5,-0.5150945849389404,-0.27380752452072815,-0.5193871411841866,-1.365629458596544,-0.06319917915391376,-2.8671990270994954,-1.061980037052938,1.0107711516286437,-34.54098698754262,-66.53952646600717,-38.96385777677167,-2.180611144627256,12.540006747579381,24.346507058756732,30.66166244642337,31.33030485098248,30.112013234580743,25.79575920456267,20.66030221981068,15.410979981464033,10.147725219364856,5.502408597146755,1.4427586278484308,-1.8096817591029541,-4.184613980407757,-5.853685737832775,-6.927976372719704,-7.634014617075569,-7.931043950606715,-7.80509437412113,1,16
6,0.7358251849414648,0.8456090235761563,0.31352831567538414,-0.01572759143326638,0.5469204336474996,-1.1461613510182336,0.3862466178560505,0.4337722412740528,-18.38428281242849,-33.16953866727145,-20.206412199380598,-4.127056535453561,2.4194786502003467,8.250086561587278,11.838575758445756,12.76197714113358,13.099734731980975,12.685973303652627,11.65311281208049,9.867885105844397,7.800564203814596,5.7090620489813055,3.4767374558725606,1.6330407801754416,0.17301787282352468,-1.2608332000285825,-2.349181812665676,-3.03367031153045,-3.5907410901546006,-3.9058673132307056,0,15
7,0.060184201890396645,0.08136558912669015,-0.39448095389190513,-1.0031305896414076,0.3605402605161075,-2.0980943493835,-0.3855446679108465,0.8184441159656607,-31.480857159422182,-60.12276655160544,-36.24516755032876,-2.9068586310397286,11.92949256740506,22.773421052031647,28.048831260409948,28.57640062892921,27.035574615150978,22.494882818646076,17.670282193021674,13.014671490814283,8.358387234870275,4.416651861341616,1.0877669171493927,-1.592600283109469,-3.642390196519935,-5.173048800985725,-6.110217653184304,-6.50336382153116,-6.635928178168882,-6.671179619728472,1,15
8,1.1370068970159948,0.8220870336734498,0.18785009449762466,0.22555121294267477,0.7271039503470396,-1.8748501149994339,-0.9719847468148359,-0.2678333801115275,-19.672098485253777,-35.95631201117045,-20.865389315206748,-1.8967291697091508,4.14822158063167,9.340399085178905,13.536041045858953,14.213182722985973,13.81792565864234,13.179154009264096,11.967260693347656,9.889559606576794,7.543969286683146,5.155498506323136,2.7720591136180484,0.8425152170894202,-0.7454781533673612,-2.214494469535457,-3.1354725196248747,-3.594756262278068,-4.055188185252685,-4.240388655271592,0,14
9,0.11901442344089337,0.1447315790503229,-0.2597553063115262,-0.7083737636011032,0.18207498700575966,-2.5245691969757864,-0.6882431688026495,-0.9473664115839312,-36.00522417028884,-66.4615207965513,-39.9462552217131,-2.030122954222166,12.614740022184735,23.400314425636267,31.81615679344177,32.704376153579396,30.297797631146565,26.292316629970557,21.535605643107036,16.750346806830606,11.891451333489517,7.1545749963366045,2.9130016634000198,-0.6640782436436382,-3.6155120689187243,-5.8008601853019925,-7.273141685495869,-8.40822843455239,-9.03008812811924,-9.078033852831318,1,14
