,tp1,tp2,tp3,tp4,tp5,tp6,tp7,tp8,tp9,tp10,tp11,tp12,tp13,tp14,tp15,tp16,tp17,tp18,tp19,tp20,tp21,tp22,tp23,tp24,tp25,tp26,tp27,tp28,tp29,tp30
0,1.6351946070973602,-2.0720510242704364,-2.642019424539962,-3.038447270948451,-5.159180963405399,-9.631190125997364,-3.756901819852004,-4.125757139716416,-35.54050017374796,-55.87153206776103,-33.49700756513461,-2.394134697779716,11.466271600923609,20.92852653476409,31.736308936819167,31.74644605944113,31.09935380941261,32.19671386826882,22.060697191180044,12.5157799260456,8.584015780095765,8.304429455561982,6.2010684586475575,-3.173006297960816,-3.83086659704889,-1.319032433717796,-6.072019484710139,-6.921724108771721,-1.5289723642375268,-5.792922611918243
1,-2.047566030059444,-3.1722651084555253,-3.7886716926385753,-2.146617789471914,4.386548271087613,-1.9459299442686588,-3.1103137392660063,7.440190466103715,-22.924667503330124,-58.17884696678071,-34.5231539161243,-0.5533164544209397,15.216045335990168,21.746877628751943,21.91661296895375,27.24379202257183,27.613304120686006,24.02443435678886,20.64678217573559,12.045719113549367,7.694028410836118,6.613773466628728,-1.2783054865633705,-8.099740472327653,-4.127668558792439,-3.240059874058849,-8.369772003509443,-5.286496411652492,-5.153754602536013,-14.369842587519727
2,-3.708342322871421,1.4131645007966225,5.149721706919799,2.7075392686804465,6.065066271926427,2.729346754470254,-2.3499887612094543,2.893356736857553,-24.870411502601996,-56.94239439963886,-32.740486765384865,-2.682207204212663,9.257993801324416,20.495860543936,24.64107253129296,29.15691313247345,28.23168078407256,19.913089481425946,16.50224515002148,18.430710991418543,15.726526994362498,4.084777572066899,1.3025136030465798,4.255287820894632,-1.3229346460095104,-3.2937526013387624,-2.534371344821352,-5.564591908194993,-7.013770318173259,-9.823951085104394
3,-1.6895345256492105,7.542142783096211,1.264720717539131,-3.2952592284170743,4.807688326786243,-5.248293987496508,-10.336390263393485,1.5052211718163324,-29.85275713049694,-61.88535946288633,-36.30304748757884,-2.398194046761904,17.81574644385136,23.693133763846248,20.78491848086832,27.88358880909933,30.410880357226304,21.56542057738633,15.045343894820329,12.997176660570572,7.469795603320283,1.79778543978078,4.337502180841428,5.416622168987318,-0.4814555686138986,-5.790754434128203,-8.751755623577235,-8.322877095288675,-6.830377003591743,-9.9126019535771
4,2.530153294709065,6.161263715107158,7.946645046940872,-0.238021026758233,-2.507864131662055,-4.196854795102302,-4.132719997124553,-1.2434414129717148,-31.136370608272955,-61.49784823979208,-35.2837302863168,-1.925664363245092,9.10129686664362,22.278711972651195,24.346080244615337,22.1975869912704,28.51243219139168,22.57547015373473,11.420156010715386,10.112440690065151,11.415265486681635,8.44850028532703,1.0280109845640792,-0.3360249769049188,2.353199509556295,-4.464551350794297,-10.064492531932824,-8.060745479280714,-12.980686876089765,-14.007354907079495
5,-2.925172162904417,2.1990477213689186,-7.995925516337209,-8.91554569805465,2.511398476662976,1.974381832063263,3.5836466538650127,2.11902783350948,-33.38941649434193,-57.63401743295742,-33.32656401236897,-2.4951442049937214,13.522376876260472,25.245852252478382,33.45725013670004,32.41405566380436,23.127617825982615,19.90693149054985,19.70313003766157,12.263193732370087,9.498194100780022,11.218067725416308,3.7744705718950256,-1.813070000314982,2.14163641736847,-0.0612851374106702,-4.386781566987691,-5.250877609526055,-8.635474750273957,-10.843600454662807
6,4.256513379742142,-0.8943198229364744,-1.9604994148922616,1.6355999877143574,-3.5282939660241386,-9.608701033239171,-4.900291362656186,-2.551831690876228,-31.86234641788959,-57.87469396114028,-31.91699833361544,4.6955063191823445,18.616183363313883,24.364581480359803,28.64494836923777,31.504812039387303,30.349861607866032,25.00544662997556,16.88393302727827,9.49418953970045,6.097236281031396,4.339999544512347,2.403450617514692,0.3088487062585514,2.1452960052231127,0.1181946986425872,-10.360844741766972,-11.49052053173573,-8.365661251945014,-14.749130395451752
7,3.053400424101223,-1.8486471350454967,-2.9283316427379096,4.264012929323722,4.294971525614825,-5.052579097007634,2.1221501863203907,1.463141038775956,-35.75129655755258,-61.25765774307471,-38.22139372063114,-7.755517718630037,7.421692105849695,23.588278076191298,30.624172994832985,27.90904036538833,26.105486234352757,22.88172691025804,24.419235982418297,23.638921518805173,13.430339891628654,2.1313976505628265,-6.142399000838775,-3.618467323030176,0.8232909593510647,-3.7108693905973418,-3.208311172349921,-2.7628595545310555,-9.97908397190419,-11.039574832857284
8,-6.908101614405139,-4.094819213294312,0.1165923195188304,-0.2050555370632019,1.470597736762345,0.7930003450091598,-6.016750771509788,-11.917701483977932,-33.76387838690085,-55.495882803543,-37.05209421701413,-2.526853437656868,16.75841712285303,24.023898428511693,25.035736590872123,28.277824276979096,32.196337599246085,25.461816210059204,16.092120895829467,14.64049647645738,13.116984121562034,6.940812809414783,2.937176505243349,-0.334063002498822,-8.265932157306683,-8.632694975837437,-0.8040354805342833,-1.5064734002164688,-7.9693733082975236,-13.205279177867732
9,-3.5934204285303224,-0.6932297378797452,-8.29922590510574,-8.949532591942539,-5.9155138541473145,-8.258939666579295,0.0316675868572797,-0.2554237381050639,-35.969592667110184,-56.05336331396379,-34.73602827023175,-7.641785418048226,14.28748283093707,23.008374080646355,24.184594612755426,33.10260422745545,33.23270221013208,23.6978806550992,18.14776721048245,14.415896182821388,13.556022152704111,8.973347879834632,-1.9166087034920265,-3.681930467223932,-0.7617692429747591,-3.5700523777687923,-6.238033543863514,-7.149006459970349,-3.935405498583986,0.8221961516901137
